,Quebec Cap-and-Trade System,,,,,,,,, ,Ontario Cap-and-Trade Program (2017-2018),,,,,,,,, ,Nova Scotia Cap-and-Trade Program (2019-2022),,,,,,, ,Switzerland Emissions Trading System,,,,, ,China National Emissions Trading System,,,,, ,Shenzhen (Pilot) Emissions Trading System,,,,,, ,Shanghai (Pilot) Emissions Trading System,,,,,, ,Beijing (Pilot) Emissions Trading System,,,,,, ,Guangdong (Pilot) Emissions Trading System,,,,,, ,Tianjin (Pilot) Emissions Trading System,,,,,, ,Hubei (Pilot) Emissions Trading System,,,,,, ,Chongqing (Pilot) Emissions Trading System,,,,,, ,Fujian (Pilot) Emissions Trading System,,,,, ,European Union Emissions Trading System,,,, ,,,German National Emissions Trading System,,,,, ,United Kingdom Emissions Trading Scheme,,,,,,, ,Korean Emissions Trading System,,,,,, ,New Zealand Emissions Trading System (Up to 2023),,,,,,,,, ,New Zealand Emissions Trading System (From 2024),,,,,,,,, ,Regional Greenhouse Gas Initiative,,,,,,,,, ,California Cap-and-Trade Program,,,,,,,,,, ,Washington Cap-and-Invest Program,,,,,,,, 
Date,Exchange rate CAD/EUR,Exchange rate CAD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 4,Reference Market, ,Exchange rate CAD/EUR,Exchange rate CAD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 4,Reference Market, ,Exchange rate CAD/EUR,Exchange rate CAD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Reference Market, ,Exchange rate CHF/EUR,Exchange rate CHF/USD,Market Currency,Primary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Secondary Market,Reference Market, ,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Secondary Market,Reference Market,,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Reference Market, ,Exchange rate GBP/EUR,Exchange rate GBP/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Reference Market, ,Exchange rate KRW/EUR,Exchange rate KRW/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate NZD/EUR,Exchange rate NZD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Secondary Market,Secondary Stability 5,Reference Market, ,Exchange rate NZD/EUR,Exchange rate NZD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Secondary Market,Reference Market, ,Exchange rate USD/EUR,Exchange rate USD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Secondary Market,Reference Market, ,Exchange rate USD/EUR,Exchange rate USD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 4,Primary Stability 5,Reference Market, ,Exchange rate USD/EUR,Exchange rate USD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 5,Reference Market
26/04/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.34057,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.531358051,0.712322663,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
27/04/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.34057,EUR,15.3, ,15.3,,,,,,, ,,,,,,,, ,,,,,,, ,0.531358051,0.712322663,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
28/04/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.34057,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.531358051,0.712322663,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
29/04/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.34057,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.531358051,0.712322663,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
30/04/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.34057,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.531358051,0.712322663,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
03/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
04/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,15.91, ,15.91,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,0.795840407,1,USD,,,,,2.39,2.39, ,,,,,,,,,,, ,,,,,,,,,
05/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,0.795840407,1,USD,,,,,2.39,2.39, ,,,,,,,,,,, ,,,,,,,,,
06/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,0.795840407,1,USD,,,,,2.44,2.44, ,,,,,,,,,,, ,,,,,,,,,
07/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
10/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
11/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,14.98, ,14.98,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
12/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
13/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,,,,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
14/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
17/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,20.4,25,20.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
18/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,15.07, ,15.07,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
19/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
20/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
21/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
24/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,,,,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
25/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,14.72, ,14.72,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
26/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
27/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,0.795840407,1,USD,,,,,2.04,2.04, ,,,,,,,,,,, ,,,,,,,,,
28/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
31/05/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.256533333,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.556772575,0.6996033,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
01/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,14.74, ,14.74,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
02/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,0.819101446,1,USD,,,,,2.37,2.37, ,,,,,,,,,,, ,,,,,,,,,
03/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,0.819101446,1,USD,,,,,2.32,2.32, ,,,,,,,,,,, ,,,,,,,,,
04/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
07/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
08/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,15.12, ,15.12,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
09/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,0.819101446,1,USD,2.07,2.05,,,2.26,2.26, ,,,,,,,,,,, ,,,,,,,,,
10/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
11/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
14/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,0.819101446,1,USD,,,,,2.33,2.33, ,,,,,,,,,,, ,,,,,,,,,
15/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,15.81, ,15.81,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
16/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.57,25,17.57, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
17/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.7,25,17.7, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
18/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.7,25,17.7, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
21/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.75,25,17.75, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
22/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,15.48, ,15.48,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.75,25,17.75, ,,,,,,,,,, ,0.819101446,1,USD,,,,,2.07,2.07, ,,,,,,,,,,, ,,,,,,,,,
23/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.75,25,17.75, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
24/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.35,25,17.35, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
25/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.35,25,17.35, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
28/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,17.75,25,17.75, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
29/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,15.18, ,15.18,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,18.2,25,18.2, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
30/06/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.22085,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.567183622,0.692446125,NZD,,,,18.2,25,18.2, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
01/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.2,25,18.2, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
02/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.2,25,18.2, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
05/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.2,25,18.2, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
