inst_1,inst_2,ipcc_code,year,source,comment
eu_ets,swe_tax,1A1A3,2016,,
eu_ets,swe_tax,1A1A3,2017,,
eu_ets,swe_tax,1A1A3,2018,,
eu_ets,swe_tax,1A1A3,2019,,
eu_ets,swe_tax,1A1A3,2020,,
eu_ets,swe_tax,1A1B,2005,,
eu_ets,swe_tax,1A1B,2006,,
eu_ets,swe_tax,1A1B,2007,,
eu_ets,swe_tax,1A1B,2008,,
eu_ets,swe_tax,1A1B,2009,,
eu_ets,swe_tax,1A1B,2010,,
eu_ets,swe_tax,1A1B,2011,,
eu_ets,swe_tax,1A1B,2012,,
eu_ets,swe_tax,1A1B,2013,,
eu_ets,swe_tax,1A1B,2014,,
eu_ets,swe_tax,1A1B,2015,,
eu_ets,swe_tax,1A1B,2016,,
eu_ets,swe_tax,1A1B,2017,,
eu_ets,swe_tax,1A1B,2018,,
eu_ets,swe_tax,1A1B,2019,,
eu_ets,swe_tax,1A1B,2020,,
eu_ets,swe_tax,1A1C,2005,,
eu_ets,swe_tax,1A1C,2006,,
eu_ets,swe_tax,1A1C,2007,,
