scheme_id,jurisdiction,year,ipcc_code,cf_N2O,cf_N2O_source,cf_N2O_comment
can_ab_ets,Alberta,2021,1A4B,,NA,NA
can_ab_ets,Alberta,2021,1A4C,,NA,NA
can_ab_ets,Alberta,2021,1A4C1,,NA,NA
can_ab_ets,Alberta,2021,1A4C2,,NA,NA
can_ab_ets,Alberta,2021,1A4C3,,NA,NA
can_ab_ets,Alberta,2021,1A5,,NA,NA
can_ab_ets,Alberta,2021,1A5A,1.0,NA,NA
can_ab_ets,Alberta,2021,1A5B,,NA,NA
can_ab_ets,Alberta,2021,1A5C,,NA,NA
can_ab_ets,Alberta,2021,1B,,NA,NA
can_ab_ets,Alberta,2021,1B1,,NA,NA
can_ab_ets,Alberta,2021,1B1A,1.0,NA,NA
can_ab_ets,Alberta,2021,1B1A1,1.0,NA,NA
can_ab_ets,Alberta,2021,1B1A11,1.0,NA,NA
can_ab_ets,Alberta,2021,1B1A12,1.0,NA,NA
