scheme_id,jurisdiction,year,ipcc_code,cf_CH4,cf_CH4_source,cf_CH4_comment
can_ab_ets,Alberta,2007,1C1C,,NA,NA
can_ab_ets,Alberta,2007,1C2,,NA,NA
can_ab_ets,Alberta,2007,1C2A,,NA,NA
can_ab_ets,Alberta,2007,1C2B,,NA,NA
can_ab_ets,Alberta,2007,1C3,,NA,NA
can_ab_ets,Alberta,2007,2,,NA,NA
can_ab_ets,Alberta,2007,2A,,NA,NA
can_ab_ets,Alberta,2007,2A1,1.0,NA,NA
can_ab_ets,Alberta,2007,2A2,1.0,NA,NA
can_ab_ets,Alberta,2007,2A3,1.0,NA,NA
can_ab_ets,Alberta,2007,2A4,1.0,NA,NA
can_ab_ets,Alberta,2007,2A4A,1.0,NA,NA
can_ab_ets,Alberta,2007,2A4B,1.0,NA,NA
can_ab_ets,Alberta,2007,2A4C,1.0,NA,NA
can_ab_ets,Alberta,2007,2A4D,1.0,NA,NA
can_ab_ets,Alberta,2007,2B,,NA,NA
can_ab_ets,Alberta,2007,2B1,,NA,NA
can_ab_ets,Alberta,2007,2B10,,NA,NA
can_ab_ets,Alberta,2007,2B2,,NA,NA
can_ab_ets,Alberta,2007,2B3,,NA,NA
can_ab_ets,Alberta,2007,2B4,,NA,NA
can_ab_ets,Alberta,2007,2B5,,NA,NA
can_ab_ets,Alberta,2007,2B6,,NA,NA
can_ab_ets,Alberta,2007,2B7,,NA,NA
can_ab_ets,Alberta,2007,2B8,,NA,NA
can_ab_ets,Alberta,2007,2B8A,,NA,NA
can_ab_ets,Alberta,2007,2B8B,,NA,NA
can_ab_ets,Alberta,2007,2B8C,,NA,NA
can_ab_ets,Alberta,2007,2B8D,,NA,NA
can_ab_ets,Alberta,2007,2B8E,,NA,NA
can_ab_ets,Alberta,2007,2B8F,,NA,NA
can_ab_ets,Alberta,2007,2B9,,NA,NA
can_ab_ets,Alberta,2007,2B9A,,NA,NA
can_ab_ets,Alberta,2007,2B9B,,NA,NA
can_ab_ets,Alberta,2007,2C,,NA,NA
can_ab_ets,Alberta,2007,2C1,1.0,NA,NA
can_ab_ets,Alberta,2007,2C2,1.0,NA,NA
can_ab_ets,Alberta,2007,2C3,1.0,NA,NA
can_ab_ets,Alberta,2007,2C4,1.0,NA,NA
can_ab_ets,Alberta,2007,2C5,1.0,NA,NA
can_ab_ets,Alberta,2007,2C6,1.0,NA,NA
can_ab_ets,Alberta,2007,2C7,1.0,NA,NA
can_ab_ets,Alberta,2007,2D,,NA,NA
can_ab_ets,Alberta,2007,2D1,,NA,NA
can_ab_ets,Alberta,2007,2D2,,NA,NA
can_ab_ets,Alberta,2007,2D3,,NA,NA
can_ab_ets,Alberta,2007,2D4,,NA,NA
can_ab_ets,Alberta,2007,2E,,NA,NA
can_ab_ets,Alberta,2007,2E1,,NA,NA
can_ab_ets,Alberta,2007,2E2,,NA,NA
can_ab_ets,Alberta,2007,2E3,,NA,NA
can_ab_ets,Alberta,2007,2E4,,NA,NA
can_ab_ets,Alberta,2007,2E5,,NA,NA
can_ab_ets,Alberta,2007,2F,,NA,NA
can_ab_ets,Alberta,2007,2F1,,NA,NA
can_ab_ets,Alberta,2007,2F2,,NA,NA
can_ab_ets,Alberta,2007,2F3,,NA,NA
can_ab_ets,Alberta,2007,2F4,,NA,NA
can_ab_ets,Alberta,2007,2F5,,NA,NA
can_ab_ets,Alberta,2007,2F6,,NA,NA
can_ab_ets,Alberta,2007,2G,,NA,NA
can_ab_ets,Alberta,2007,2G1,,NA,NA
can_ab_ets,Alberta,2007,2G2,,NA,NA
can_ab_ets,Alberta,2007,2G3,,NA,NA
can_ab_ets,Alberta,2007,2G4,,NA,NA
can_ab_ets,Alberta,2007,2H,,NA,NA
can_ab_ets,Alberta,2007,2H1,,NA,NA
can_ab_ets,Alberta,2007,2H2,1.0,NA,NA
can_ab_ets,Alberta,2007,2H3,,NA,NA
can_ab_ets,Alberta,2007,3,,NA,NA
can_ab_ets,Alberta,2007,3A,,NA,NA
can_ab_ets,Alberta,2007,3A1,,NA,NA
can_ab_ets,Alberta,2007,3A2,,NA,NA
can_ab_ets,Alberta,2007,3B,,NA,NA
can_ab_ets,Alberta,2007,3B1,,NA,NA
can_ab_ets,Alberta,2007,3B1A,,NA,NA
can_ab_ets,Alberta,2007,3B1B,,NA,NA
can_ab_ets,Alberta,2007,3B2,,NA,NA
can_ab_ets,Alberta,2007,3B2A,,NA,NA
can_ab_ets,Alberta,2007,3B2B,,NA,NA
can_ab_ets,Alberta,2007,3B3,,NA,NA
can_ab_ets,Alberta,2007,3B3A,,NA,NA
can_ab_ets,Alberta,2007,3B3B,,NA,NA
can_ab_ets,Alberta,2007,3B4,,NA,NA
can_ab_ets,Alberta,2007,3B4A,,NA,NA
can_ab_ets,Alberta,2007,3B4B,,NA,NA
can_ab_ets,Alberta,2007,3B5,,NA,NA
can_ab_ets,Alberta,2007,3B5A,,NA,NA
can_ab_ets,Alberta,2007,3B5B,,NA,NA
can_ab_ets,Alberta,2007,3B6,,NA,NA
can_ab_ets,Alberta,2007,3B6A,,NA,NA
can_ab_ets,Alberta,2007,3B6B,,NA,NA
can_ab_ets,Alberta,2007,3B6B1,,NA,NA
can_ab_ets,Alberta,2007,3B6B2,,NA,NA
can_ab_ets,Alberta,2007,3B6B3,,NA,NA
can_ab_ets,Alberta,2007,3B6B4,,NA,NA
can_ab_ets,Alberta,2007,3B6B5,,NA,NA
can_ab_ets,Alberta,2007,3C,,NA,NA
can_ab_ets,Alberta,2007,3C1,,NA,NA
can_ab_ets,Alberta,2007,3C2,,NA,NA
can_ab_ets,Alberta,2007,3C3,,NA,NA
can_ab_ets,Alberta,2007,3C4,,NA,NA
can_ab_ets,Alberta,2007,3C5,,NA,NA
can_ab_ets,Alberta,2007,3C6,,NA,NA
can_ab_ets,Alberta,2007,3C7,,NA,NA
can_ab_ets,Alberta,2007,3C8,,NA,NA
can_ab_ets,Alberta,2007,3D,,NA,NA
can_ab_ets,Alberta,2007,3D1,,NA,NA
can_ab_ets,Alberta,2007,3D2,,NA,NA
can_ab_ets,Alberta,2007,4,,NA,NA
can_ab_ets,Alberta,2007,4A,1.0,NA,NA
can_ab_ets,Alberta,2007,4A1,1.0,NA,NA
can_ab_ets,Alberta,2007,4A2,1.0,NA,NA
can_ab_ets,Alberta,2007,4A3,,NA,NA
can_ab_ets,Alberta,2007,4B,,NA,NA
can_ab_ets,Alberta,2007,4C,,NA,NA
can_ab_ets,Alberta,2007,4C1,,NA,NA
can_ab_ets,Alberta,2007,4C2,,NA,NA
can_ab_ets,Alberta,2007,4D,,NA,NA
can_ab_ets,Alberta,2007,4D1,,NA,NA
can_ab_ets,Alberta,2007,4D2,,NA,NA
can_ab_ets,Alberta,2007,4E,,NA,NA
can_ab_ets,Alberta,2007,5,,NA,NA
can_ab_ets,Alberta,2007,5A,,NA,NA
can_ab_ets,Alberta,2007,5A1,,NA,NA
can_ab_ets,Alberta,2007,5A2,,NA,NA
can_ab_ets,Alberta,2008,0,,NA,NA
can_ab_ets,Alberta,2008,1,,NA,NA
can_ab_ets,Alberta,2008,1A,,NA,NA
can_ab_ets,Alberta,2008,1A1,,NA,NA
can_ab_ets,Alberta,2008,1A1A,,NA,NA
can_ab_ets,Alberta,2008,1A1A1,1.0,NA,NA
can_ab_ets,Alberta,2008,1A1A2,1.0,NA,NA
can_ab_ets,Alberta,2008,1A1A3,,NA,NA
can_ab_ets,Alberta,2008,1A1B,1.0,NA,NA
can_ab_ets,Alberta,2008,1A1C,,NA,NA
can_ab_ets,Alberta,2008,1A2,,NA,NA
can_ab_ets,Alberta,2008,1A2A,,NA,NA
can_ab_ets,Alberta,2008,1A2B,,NA,NA
can_ab_ets,Alberta,2008,1A2C,1.0,NA,NA
can_ab_ets,Alberta,2008,1A2D,,NA,NA
can_ab_ets,Alberta,2008,1A2E,1.0,NA,NA
can_ab_ets,Alberta,2008,1A2F,,NA,NA
can_ab_ets,Alberta,2008,1A2G,,NA,NA
can_ab_ets,Alberta,2008,1A2H,,NA,NA
can_ab_ets,Alberta,2008,1A2I,,NA,NA
can_ab_ets,Alberta,2008,1A2J,,NA,NA
can_ab_ets,Alberta,2008,1A2K,,NA,NA
can_ab_ets,Alberta,2008,1A2L,,NA,NA
can_ab_ets,Alberta,2008,1A2M,,NA,NA
can_ab_ets,Alberta,2008,1A3,,NA,NA
can_ab_ets,Alberta,2008,1A3A,,NA,NA
can_ab_ets,Alberta,2008,1A3A1,,NA,NA
can_ab_ets,Alberta,2008,1A3A2,,NA,NA
can_ab_ets,Alberta,2008,1A3B,,NA,NA
can_ab_ets,Alberta,2008,1A3C,,NA,NA
can_ab_ets,Alberta,2008,1A3D,,NA,NA
can_ab_ets,Alberta,2008,1A3D1,,NA,NA
can_ab_ets,Alberta,2008,1A3D2,,NA,NA
can_ab_ets,Alberta,2008,1A3E,,NA,NA
can_ab_ets,Alberta,2008,1A3E1,,NA,NA
can_ab_ets,Alberta,2008,1A4,,NA,NA
can_ab_ets,Alberta,2008,1A4A,,NA,NA
can_ab_ets,Alberta,2008,1A4B,,NA,NA
can_ab_ets,Alberta,2008,1A4C,,NA,NA
can_ab_ets,Alberta,2008,1A4C1,1.0,NA,NA
can_ab_ets,Alberta,2008,1A4C2,,NA,NA
can_ab_ets,Alberta,2008,1A4C3,,NA,NA
can_ab_ets,Alberta,2008,1A5,,NA,NA
can_ab_ets,Alberta,2008,1A5A,,NA,NA
can_ab_ets,Alberta,2008,1A5B,,NA,NA
can_ab_ets,Alberta,2008,1A5C,,NA,NA
can_ab_ets,Alberta,2008,1B,,NA,NA
can_ab_ets,Alberta,2008,1B1,,NA,NA
can_ab_ets,Alberta,2008,1B1A,1.0,NA,NA
can_ab_ets,Alberta,2008,1B1A1,1.0,NA,NA
can_ab_ets,Alberta,2008,1B1A11,1.0,NA,NA
can_ab_ets,Alberta,2008,1B1A12,1.0,NA,NA
can_ab_ets,Alberta,2008,1B1A13,1.0,NA,NA
can_ab_ets,Alberta,2008,1B1A14,1.0,NA,NA
can_ab_ets,Alberta,2008,1B1A2,1.0,NA,NA
can_ab_ets,Alberta,2008,1B1A21,1.0,NA,NA
can_ab_ets,Alberta,2008,1B1A22,1.0,NA,NA
can_ab_ets,Alberta,2008,1B1B,,NA,NA
can_ab_ets,Alberta,2008,1B2,,NA,NA
can_ab_ets,Alberta,2008,1B2A,,NA,NA
can_ab_ets,Alberta,2008,1B2A1,,NA,NA
can_ab_ets,Alberta,2008,1B2A2,,NA,NA
can_ab_ets,Alberta,2008,1B2A3,,NA,NA
can_ab_ets,Alberta,2008,1B2A31,,NA,NA
can_ab_ets,Alberta,2008,1B2A32,,NA,NA
can_ab_ets,Alberta,2008,1B2A33,,NA,NA
can_ab_ets,Alberta,2008,1B2A34,,NA,NA
can_ab_ets,Alberta,2008,1B2A35,,NA,NA
can_ab_ets,Alberta,2008,1B2A36,,NA,NA
can_ab_ets,Alberta,2008,1B2B,1.0,NA,NA
can_ab_ets,Alberta,2008,1B2B1,1.0,NA,NA
can_ab_ets,Alberta,2008,1B2B2,1.0,NA,NA
can_ab_ets,Alberta,2008,1B2B3,1.0,NA,NA
can_ab_ets,Alberta,2008,1B2B31,1.0,NA,NA
can_ab_ets,Alberta,2008,1B2B32,1.0,NA,NA
can_ab_ets,Alberta,2008,1B2B33,1.0,NA,NA
can_ab_ets,Alberta,2008,1B2B34,1.0,NA,NA
can_ab_ets,Alberta,2008,1B2B35,1.0,NA,NA
can_ab_ets,Alberta,2008,1B2B36,1.0,NA,NA
can_ab_ets,Alberta,2008,1B3,,NA,NA
can_ab_ets,Alberta,2008,1C,,NA,NA
can_ab_ets,Alberta,2008,1C1,,NA,NA
can_ab_ets,Alberta,2008,1C1A,,NA,NA
can_ab_ets,Alberta,2008,1C1B,,NA,NA
can_ab_ets,Alberta,2008,1C1C,,NA,NA
can_ab_ets,Alberta,2008,1C2,,NA,NA
can_ab_ets,Alberta,2008,1C2A,,NA,NA
can_ab_ets,Alberta,2008,1C2B,,NA,NA
can_ab_ets,Alberta,2008,1C3,,NA,NA
can_ab_ets,Alberta,2008,2,,NA,NA
can_ab_ets,Alberta,2008,2A,,NA,NA
can_ab_ets,Alberta,2008,2A1,1.0,NA,NA
can_ab_ets,Alberta,2008,2A2,1.0,NA,NA
can_ab_ets,Alberta,2008,2A3,1.0,NA,NA
can_ab_ets,Alberta,2008,2A4,1.0,NA,NA
can_ab_ets,Alberta,2008,2A4A,1.0,NA,NA
can_ab_ets,Alberta,2008,2A4B,1.0,NA,NA
can_ab_ets,Alberta,2008,2A4C,1.0,NA,NA
can_ab_ets,Alberta,2008,2A4D,1.0,NA,NA
can_ab_ets,Alberta,2008,2B,,NA,NA
can_ab_ets,Alberta,2008,2B1,,NA,NA
can_ab_ets,Alberta,2008,2B10,,NA,NA
can_ab_ets,Alberta,2008,2B2,,NA,NA
can_ab_ets,Alberta,2008,2B3,,NA,NA
can_ab_ets,Alberta,2008,2B4,,NA,NA
can_ab_ets,Alberta,2008,2B5,,NA,NA
can_ab_ets,Alberta,2008,2B6,,NA,NA
can_ab_ets,Alberta,2008,2B7,,NA,NA
can_ab_ets,Alberta,2008,2B8,,NA,NA
can_ab_ets,Alberta,2008,2B8A,,NA,NA
can_ab_ets,Alberta,2008,2B8B,,NA,NA
can_ab_ets,Alberta,2008,2B8C,,NA,NA
can_ab_ets,Alberta,2008,2B8D,,NA,NA
can_ab_ets,Alberta,2008,2B8E,,NA,NA
can_ab_ets,Alberta,2008,2B8F,,NA,NA
can_ab_ets,Alberta,2008,2B9,,NA,NA
can_ab_ets,Alberta,2008,2B9A,,NA,NA
can_ab_ets,Alberta,2008,2B9B,,NA,NA
can_ab_ets,Alberta,2008,2C,,NA,NA
can_ab_ets,Alberta,2008,2C1,1.0,NA,NA
can_ab_ets,Alberta,2008,2C2,1.0,NA,NA
can_ab_ets,Alberta,2008,2C3,1.0,NA,NA
can_ab_ets,Alberta,2008,2C4,1.0,NA,NA
can_ab_ets,Alberta,2008,2C5,1.0,NA,NA
can_ab_ets,Alberta,2008,2C6,1.0,NA,NA
can_ab_ets,Alberta,2008,2C7,1.0,NA,NA
can_ab_ets,Alberta,2008,2D,,NA,NA
can_ab_ets,Alberta,2008,2D1,,NA,NA
can_ab_ets,Alberta,2008,2D2,,NA,NA
can_ab_ets,Alberta,2008,2D3,,NA,NA
can_ab_ets,Alberta,2008,2D4,,NA,NA
can_ab_ets,Alberta,2008,2E,,NA,NA
can_ab_ets,Alberta,2008,2E1,,NA,NA
can_ab_ets,Alberta,2008,2E2,,NA,NA
can_ab_ets,Alberta,2008,2E3,,NA,NA
can_ab_ets,Alberta,2008,2E4,,NA,NA
can_ab_ets,Alberta,2008,2E5,,NA,NA
can_ab_ets,Alberta,2008,2F,,NA,NA
can_ab_ets,Alberta,2008,2F1,,NA,NA
can_ab_ets,Alberta,2008,2F2,,NA,NA
can_ab_ets,Alberta,2008,2F3,,NA,NA
can_ab_ets,Alberta,2008,2F4,,NA,NA
can_ab_ets,Alberta,2008,2F5,,NA,NA
can_ab_ets,Alberta,2008,2F6,,NA,NA
can_ab_ets,Alberta,2008,2G,,NA,NA
can_ab_ets,Alberta,2008,2G1,,NA,NA
can_ab_ets,Alberta,2008,2G2,,NA,NA
can_ab_ets,Alberta,2008,2G3,,NA,NA
can_ab_ets,Alberta,2008,2G4,,NA,NA
can_ab_ets,Alberta,2008,2H,,NA,NA
can_ab_ets,Alberta,2008,2H1,,NA,NA
can_ab_ets,Alberta,2008,2H2,1.0,NA,NA
can_ab_ets,Alberta,2008,2H3,,NA,NA
can_ab_ets,Alberta,2008,3,,NA,NA
can_ab_ets,Alberta,2008,3A,,NA,NA
can_ab_ets,Alberta,2008,3A1,,NA,NA
can_ab_ets,Alberta,2008,3A2,,NA,NA
can_ab_ets,Alberta,2008,3B,,NA,NA
can_ab_ets,Alberta,2008,3B1,,NA,NA
can_ab_ets,Alberta,2008,3B1A,,NA,NA
can_ab_ets,Alberta,2008,3B1B,,NA,NA
can_ab_ets,Alberta,2008,3B2,,NA,NA
can_ab_ets,Alberta,2008,3B2A,,NA,NA
can_ab_ets,Alberta,2008,3B2B,,NA,NA
can_ab_ets,Alberta,2008,3B3,,NA,NA
can_ab_ets,Alberta,2008,3B3A,,NA,NA
can_ab_ets,Alberta,2008,3B3B,,NA,NA
can_ab_ets,Alberta,2008,3B4,,NA,NA
can_ab_ets,Alberta,2008,3B4A,,NA,NA
can_ab_ets,Alberta,2008,3B4B,,NA,NA
can_ab_ets,Alberta,2008,3B5,,NA,NA
can_ab_ets,Alberta,2008,3B5A,,NA,NA
can_ab_ets,Alberta,2008,3B5B,,NA,NA
can_ab_ets,Alberta,2008,3B6,,NA,NA
can_ab_ets,Alberta,2008,3B6A,,NA,NA
can_ab_ets,Alberta,2008,3B6B,,NA,NA
can_ab_ets,Alberta,2008,3B6B1,,NA,NA
can_ab_ets,Alberta,2008,3B6B2,,NA,NA
can_ab_ets,Alberta,2008,3B6B3,,NA,NA
can_ab_ets,Alberta,2008,3B6B4,,NA,NA
can_ab_ets,Alberta,2008,3B6B5,,NA,NA
can_ab_ets,Alberta,2008,3C,,NA,NA
can_ab_ets,Alberta,2008,3C1,,NA,NA
can_ab_ets,Alberta,2008,3C2,,NA,NA
can_ab_ets,Alberta,2008,3C3,,NA,NA
can_ab_ets,Alberta,2008,3C4,,NA,NA
can_ab_ets,Alberta,2008,3C5,,NA,NA
can_ab_ets,Alberta,2008,3C6,,NA,NA
can_ab_ets,Alberta,2008,3C7,,NA,NA
can_ab_ets,Alberta,2008,3C8,,NA,NA
can_ab_ets,Alberta,2008,3D,,NA,NA
can_ab_ets,Alberta,2008,3D1,,NA,NA
can_ab_ets,Alberta,2008,3D2,,NA,NA
can_ab_ets,Alberta,2008,4,,NA,NA
can_ab_ets,Alberta,2008,4A,1.0,NA,NA
can_ab_ets,Alberta,2008,4A1,1.0,NA,NA
can_ab_ets,Alberta,2008,4A2,1.0,NA,NA
can_ab_ets,Alberta,2008,4A3,,NA,NA
can_ab_ets,Alberta,2008,4B,,NA,NA
can_ab_ets,Alberta,2008,4C,,NA,NA
can_ab_ets,Alberta,2008,4C1,,NA,NA
can_ab_ets,Alberta,2008,4C2,,NA,NA
can_ab_ets,Alberta,2008,4D,,NA,NA
can_ab_ets,Alberta,2008,4D1,,NA,NA
can_ab_ets,Alberta,2008,4D2,,NA,NA
can_ab_ets,Alberta,2008,4E,,NA,NA
can_ab_ets,Alberta,2008,5,,NA,NA
can_ab_ets,Alberta,2008,5A,,NA,NA
can_ab_ets,Alberta,2008,5A1,,NA,NA
can_ab_ets,Alberta,2008,5A2,,NA,NA
can_ab_ets,Alberta,2009,0,,NA,NA
can_ab_ets,Alberta,2009,1,,NA,NA
can_ab_ets,Alberta,2009,1A,,NA,NA
can_ab_ets,Alberta,2009,1A1,,NA,NA
can_ab_ets,Alberta,2009,1A1A,,NA,NA
can_ab_ets,Alberta,2009,1A1A1,1.0,NA,NA
can_ab_ets,Alberta,2009,1A1A2,1.0,NA,NA
can_ab_ets,Alberta,2009,1A1A3,,NA,NA
can_ab_ets,Alberta,2009,1A1B,1.0,NA,NA
can_ab_ets,Alberta,2009,1A1C,,NA,NA
can_ab_ets,Alberta,2009,1A2,,NA,NA
can_ab_ets,Alberta,2009,1A2A,,NA,NA
can_ab_ets,Alberta,2009,1A2B,,NA,NA
can_ab_ets,Alberta,2009,1A2C,1.0,NA,NA
can_ab_ets,Alberta,2009,1A2D,,NA,NA
can_ab_ets,Alberta,2009,1A2E,1.0,NA,NA
can_ab_ets,Alberta,2009,1A2F,,NA,NA
can_ab_ets,Alberta,2009,1A2G,,NA,NA
can_ab_ets,Alberta,2009,1A2H,,NA,NA
can_ab_ets,Alberta,2009,1A2I,,NA,NA
can_ab_ets,Alberta,2009,1A2J,,NA,NA
can_ab_ets,Alberta,2009,1A2K,,NA,NA
can_ab_ets,Alberta,2009,1A2L,,NA,NA
can_ab_ets,Alberta,2009,1A2M,,NA,NA
can_ab_ets,Alberta,2009,1A3,,NA,NA
can_ab_ets,Alberta,2009,1A3A,,NA,NA
can_ab_ets,Alberta,2009,1A3A1,,NA,NA
can_ab_ets,Alberta,2009,1A3A2,,NA,NA
can_ab_ets,Alberta,2009,1A3B,,NA,NA
can_ab_ets,Alberta,2009,1A3C,,NA,NA
can_ab_ets,Alberta,2009,1A3D,,NA,NA
can_ab_ets,Alberta,2009,1A3D1,,NA,NA
can_ab_ets,Alberta,2009,1A3D2,,NA,NA
can_ab_ets,Alberta,2009,1A3E,,NA,NA
can_ab_ets,Alberta,2009,1A3E1,,NA,NA
can_ab_ets,Alberta,2009,1A4,,NA,NA
can_ab_ets,Alberta,2009,1A4A,,NA,NA
can_ab_ets,Alberta,2009,1A4B,,NA,NA
can_ab_ets,Alberta,2009,1A4C,,NA,NA
can_ab_ets,Alberta,2009,1A4C1,1.0,NA,NA
can_ab_ets,Alberta,2009,1A4C2,,NA,NA
can_ab_ets,Alberta,2009,1A4C3,,NA,NA
can_ab_ets,Alberta,2009,1A5,,NA,NA
can_ab_ets,Alberta,2009,1A5A,,NA,NA
can_ab_ets,Alberta,2009,1A5B,,NA,NA
can_ab_ets,Alberta,2009,1A5C,,NA,NA
can_ab_ets,Alberta,2009,1B,,NA,NA
can_ab_ets,Alberta,2009,1B1,,NA,NA
can_ab_ets,Alberta,2009,1B1A,1.0,NA,NA
can_ab_ets,Alberta,2009,1B1A1,1.0,NA,NA
can_ab_ets,Alberta,2009,1B1A11,1.0,NA,NA
can_ab_ets,Alberta,2009,1B1A12,1.0,NA,NA
can_ab_ets,Alberta,2009,1B1A13,1.0,NA,NA
can_ab_ets,Alberta,2009,1B1A14,1.0,NA,NA
can_ab_ets,Alberta,2009,1B1A2,1.0,NA,NA
can_ab_ets,Alberta,2009,1B1A21,1.0,NA,NA
can_ab_ets,Alberta,2009,1B1A22,1.0,NA,NA
can_ab_ets,Alberta,2009,1B1B,,NA,NA
can_ab_ets,Alberta,2009,1B2,,NA,NA
can_ab_ets,Alberta,2009,1B2A,,NA,NA
can_ab_ets,Alberta,2009,1B2A1,,NA,NA
can_ab_ets,Alberta,2009,1B2A2,,NA,NA
can_ab_ets,Alberta,2009,1B2A3,,NA,NA
can_ab_ets,Alberta,2009,1B2A31,,NA,NA
can_ab_ets,Alberta,2009,1B2A32,,NA,NA
can_ab_ets,Alberta,2009,1B2A33,,NA,NA
can_ab_ets,Alberta,2009,1B2A34,,NA,NA
can_ab_ets,Alberta,2009,1B2A35,,NA,NA
can_ab_ets,Alberta,2009,1B2A36,,NA,NA
can_ab_ets,Alberta,2009,1B2B,1.0,NA,NA
can_ab_ets,Alberta,2009,1B2B1,1.0,NA,NA
